Id,Code,Name,NewSectorName,NewSubSectorName,NewIndustryName,NewSubIndustryName,SectorName,SubSectorName,BoardRecording,HeadOffice,Phone,RepresentativeName,WebsiteUrl,Address,TotalEmployees,ExchangeAdministration,Npwp,Npkp,IsActive,ListingDate,AnnualDividend,GeneralInformation,Fax,FoundingDate,CompanyEmail
1288,CBPE,Citra Buana Prasida Tbk.,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",Property and Real Estate,2,"Komplek Paskal Hyper Square Blok G Lantai 2 No. 206, 208 Jl. H.O.S. Cokroaminoto No. 25, 27 dh. Jl. Pasirkaliki No. 25, 27 Bandung 40181",(022) 8606 1108,"Albert Karnof Purba, S.H. // corsec@citrabuanaprasida.co.id // (022) 8606 1108",https://www.citrabuanaprasida.co.id,"Komplek Paskal Hyper Square Blok G Lantai 2 No. 206 – 208, Jl. H.O.S. Cokroaminoto No. 25 – 27 (dh. Jl. Pasirkaliki No. 25 – 27), Bandung 40181, Tel.: (022) 8606 1108",22,PT. Adimitra Jasa Korpora.,01.977.283.9-028.000,-,True,06-Januari-2023,0.0,"PT Citra Buana Prasida Tbk (IDX: CBPE) berdiri tahun 2000, Perseroan merupakan pengembang kawasan Paskal Hyper Square yang berlokasi di Kota Bandung. Paskal Hyper Square merupakan one stop living terbaik di Kota Bandung, yang dikembangkan untuk memenuhi segala kebutuhan bagi warga Kota Bandung dan menjadi destinasi perjalanan bagi warga luar Kota Bandung, setiap harinya kawasan ini selalu ramai dengan pengunjung. Seiring dengan berjalannya waktu, Perseroan terus melebarkan sayap dengan mewujudkan satu persatu visi perusahaan, diantaranya dengan membangun berbagai fasilitas yakni tempat perbelanjaan (Shopping Center), Food Market, Cafe dan Restaurant. Selain itu, juga terdapat kawasan komersil untuk keperluan bisnis seperti Ruko. Perseroan resmi listing di BEI pada tanggal 06 Januari 2023 dan beralamat di Komplek Paskal Hyper Square Blok G Lantai 2 No. 206 – 208, Jl. H.O.S. Cokroaminoto No. 25 – 27 (dh. Jl. Pasirkaliki No. 25 – 27), Bandung 40181",-,24-Agustus-2000,corsec@citrabuanaprasida.co.id

1285,CBRE,Cakra Buana Resources Energi Tbk.,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,,,,,,,https://www.cbre.co.id,"Sona Topas Tower Lt. 5A, Jl. Jenderal Sudirman Kav. 26, Jakarta Selatan 12920, Indonesia",,PT. Adimitra Jasa Korpora.,,,True,,0.0,"PT Cakra Buana Resources Energi Tbk (IDX: CBRE) berdiri sejak 2016, Perseroan menjalankan kegiatan usaha di bidang Angkutan Laut Dalam Negeri Untuk Barang Umum. Perseroan memiliki dan mengoperasikan armada berupa kapal tunda (Tugboats) dan kapal tongkang (Barge) dengan kapasitas 2.000 MT hingga 8.000 MT dalam menunjang kegiatan usahanya yaitu jasa dalam pengangkutan melalui laut untuk komoditas curah seperti hasil tambang, barang konstruksi, alat berat, barang-barang pertanian dan barang-barang industri lainnya. Perseroan resmi listing di BEI pada tanggal 09 Januari 2023 dan beralamat di Sona Topas Tower Lt. 5A, Jl. Jenderal Sudirman Kav. 26, Jakarta Selatan 12920",,,

1279,CBUT,Citra Borneo Utama Tbk.,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,AGRICULTURE,Plantation,1,"Jalan Haji Udan Said No.47, Kabupaten Kotawaringin Barat, Pangkalan Bun, 74115",(0532) 21297,Deni Agustinus Damayanto // corporate@citraborneoutama.co.id // 021-29035401,http://www.citraborneoutama.co.id/,"Jalan Haji Udan Said No.47, Kabupaten Kotawaringin Barat, Pangkalan Bun, 74115",161,PT. Datindo Entrycom.,317354538713000,-,True,08 November 2022,0.0,"PT Citra Borneo Utama Tbk (IDX: CBUT)  berdiri sejak tahun 2013, perseroan saat ini memiliki kegiatan usaha utama meliputi bidang industri pemurnian, pemisahan/fraksinasi dan perdagangan produk kelapa sawit dan turunannya yang berkualitas tinggi dengan pangsa pasar domestik dan luar negeri. Dalam hal ini, Perseroan memperoleh pasokan Crude Palm Oil (CPO) dan Palm Kernel (PK) dari PT Sawit Sumbermas Sarana Tbk (IDX: SSMS), salah satu pemegang saham dan pihak afiliasi Perseroan serta dari pihak ketiga.  Perseroan resmi listing di BEI pada tanggal 08 November 2022 dan beralamat kantor pusat di Jalan Haji Udan Said No.47, Kabupaten Kotawaringin Barat, Pangkalan Bun, 74115",(0532) 21396,14 Maret 2013,corporate@citraborneoutama.co.id

1080,CCSI,Communication Cable Systems Indonesia Tbk.,Perindustrian,Barang Perindustrian,Kelistrikan,Komponen & Peralatan Kelistrikan,MISCELLANEOUS INDUSTRY,Cable,2,"Grand Slipi Tower lantai 41 Unit EFG Jalan Letjen S. Parman Kav. 22-24 RT. 001 RW. 004 Kel. Palmerah, Kec. Palmerah, Kota Administrasi Jakarta Barat",021-29865963,Adi Susatio // corsec@ccsi.co.id // 021-29865963,http://ccsi.co.id/,-,-,PT. Adimitra Jasa Korpora,01.071.235.4-055.000,-,True,18-Jun-2019,0.0,"PT Communication Cable Systems Indonesia Tbk (IDX: CCSI) Perusahaan bergerak di bidang industri kabel serat optik, industri kabel listrik dan elektronik lainnya, industri pipa plastik dan perlengkapannya. Perusahaan juga dikenal sebagai produsen kabel serat optik premium berkualitas tinggi. Perusahaan memiliki kemampuan untuk memproduksi berbagai kabel serat optik dalam dan luar ruangan (indoor dan outdoor). Saat ini, perusahaan adalah satu-satunya produsen kabel serat optik di Indonesia yang mampu memproduksi kabel bawah laut. Adapun perusahaan mulai beroperasi secara komersial pada tahun 1996. Perusahaan resmi listing di BEI pada tanggal 18 Juni 2019 dan beralamat kantor di Grand Slipi Tower lantai 45 Jalan Letjen S. Parman Kav 22-24 RT. 001/ RW. 004, Kel Palmerah, Kec. Palmerah, Kota Administrasi Jakarta Barat.",021-29865984,October-1996,corsec@ccsi.co.id

137,CEKA,Wilmar Cahaya Indonesia Tbk.,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,CONSUMER GOODS INDUSTRY,Food & Beverages,1,Jakarta Selatan,"021-89830003, 89830004","Emmanuel Dwi Iriyadi // yadi@cahayakalbar.com // 021-89830003, 89830004",www.wilmarcahayaindonesia.com,"l. Industri Selatan 3Blok GG 1 Kawasan Industri Jababeka, Pasirsari, Cikarang Selatan, Bekasi",402,PT. Adimitra Jasa Korpora,01.110.511.1-054.000,-,True,09 Jul 1996,0.0,"PT Wilmar Cahaya Indonesia Tbk (IDX: CEKA) adalah perusahaan yang bergerak dalam bidang produksi minyak nabati dan khusus yang digunakan dalam industri makanan dan perdagangan umum, termasuk ekspor dan impor. Perusahaan memulai operasinya pada tahun 1971. Perusahaan berada di bawah Wilmar International Limited (WIL) Group. WIL adalah perusahaan yang terdaftar di Bursa Efek Singapura. Entitas induk Perusahaan adalah Tradesound Investment Limited dan entitas induk utamanya adalah Wilmar International Limited. Di Indonesia, Wilmar Group dikenal sebagai produsen minyak goreng merek Sania, Siip, Sovia, Mahkota, Ol'eis, Bukit Zaitun, Goldie, Fortune, dan Camilla. Perusahaan resmi listing di BEI pada tanggal 09 Juli 1996 dan beralamat kantor di Jl. Industri Selatan 3 Jababeka Tahap II GG No. 1 RT 000 RW 000 Pasirsari Cikarang Selatan, Kab. Bekasi, Jawa Barat 17532.",021- 8937143,03 February 1968,dwi.iriyadi@id.wilmar-intl.com

138,CENT,Centratama Telekomunikasi Indonesia Tbk.,Infrastruktur,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,"INFRASTRUCTURE, UTILITIES & TRANSPORTATION",Non Building Construction,2,Bandung,021 - 2967 8240,Wiwik Septriandewi // wiwik.septriandewi@centratama.com // (021) 766 2222,www.centratamagroup.com,"TCC Batavia Tower One 16th & 19 Floor Jl. KH. Mas Mansyur Kav. 126 Jakarta 10220",127,PT. Datindo Entrycom,01.280.080.1-054.000,-,True,01 Nov 2001,0.0,"PT Centratama Telekomunikasi Indonesia Tbk (IDX: CENT) (dahulu PT. Centrin Online Tbk), bergerak dalam bidang telekomunikasi, multimedia, penyedia layanan internet dan portal. Perusahaan ini menyediakan berbagai produk dan layanan termasuk akses Internet Dial-up; Akses Internet Dedicated / Leased-line; Kabel Internet via Kabelvision (Jakarta); Broadband Internet ADSL (Jakarta); Internet Service Data Centeri: Co-location, Dedicated Server, Rack Closed; Web Hosting; Broadband Nirkabel di Jakarta, Bandung dan Denpasar. Baru-baru ini, perusahaan beserta anak usahanya, yakni PT Centratama Menara Indonesia(CMI) mengakuisisi PT EPID Menara AssetCo, sehingga kini memiliki lebih dari8. 000 sites menara telekomunikasi. Perusahaan resmi listing di BEI pada tanggal 01 November 2001 dan beralamat kantor di TCC Batavia Tower One 16th & 19 Floor Jl. KH. Mas Mansyur Kav. 126 Jakarta 10220.",021 - 2967 8241,11 February 1987,cti@centratamagroup.com

139,CFIN,Clipan Finance Indonesia Tbk.,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,FINANCE,Financial Institution,1,Jakarta,021-5308005,Jahja Anwar // corporate_secretary@clipan.co.id // 021-5308005,clipanpal@clipan.com,"Wisma SLIPI, Lt. 6, Jl. Let.Jend. S. Parman Kav. 12 Jakarta 11480",510,PT. Blue Chip Mulia,01.308.352.2-054.000,-,True,02 Okt 1990,0.0,"PT Clipan Finance Indonesia Tbk (IDX: CFIN) adalah perusahaan yang bergerak dalam bidang pembiayaan investasi, pembiayaan modal kerja, pembiayaan multiguna, dan sewa operasi. Perusahaan merupakan bagian dari Panin Group yang induk utamanya adalah PT. Panin Investment. Perusahaan resmi listing di BEI pada tanggal 27 Agustus 1990 dan beralamat kantor di Wisma SLIPI, Lt. 6, Jl. Let. Jend. S. Parman Kav. 12 Jakarta 11480.",021-5308026,1982,www.clipan.com

1249,CHEM,Chemstar Indonesia Tbk.,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,BASIC INDUSTRY AND CHEMICALS,Chemicals,2,"Jl. Industri Ubrug No. 70, Kp. Cisampih, Kel. Cibinong, Kec. Jatiluhur, Kab. Purwakarta, Jawa Barat 41152",(62-264) 8222 823 / 824,Wenty Akbar Rasjid // corp.sec@chemstarindonesia.com // (62-264) 8222 823 / 824,https://www.chemstarindonesia.com/,-,-,PT. Sinartama Gunita.,02.342.003.7-038.000,-,True,08-July-2022,0.0,"PT Chemstar Indonesia Tbk (IDX: CHEM) didirikan pada tahun 2004, Perseroan saat ini, bergerak di bidang usaha industri dan perdagangan bahan kimia spesialisasi untuk industri tekstil. Selain produk hasil manufaktur sendiri, ChemStar Indonesia juga melakukan distribusi dari perusahaan kimia terkemuka internasional, seperti; Tanatex Chemicals Holland dan Transfar International China. Perseroan resmi listing di BEI pada tanggal 08 Juli 2022 dan beralamat kantor di Jl. Industri Ubrug No. 70, Kp. Cisampih, Kel. Cibinong, Kec. Jatiluhur, Kab. Purwakarta, Jawa Barat 41152",(62-264) 8222 817,2004,corp.sec@chemstarindonesia.com

1302,CHIP,Pelita Teknologi Global Tbk.,Teknologi,Perangkat Lunak & Jasa TI,Jasa & Konsultan TI,Jasa & Konsultan TI,"TRADE, SERVICES, & INVESTMENT",Computer And Services,3,"Jl. Gatot Subroto KM 5, No 66 Kroncong, Jatiuwung, Tangerang Banten 15134",0217694639,Mulyo Suseno // corsec@pelitateknologi.com // 0217694639,https://www.pelitateknologi.com,"Jl. Gatot Subroto KM 5, No 66, Kroncong, Jatiuwung, Tangerang, Banten 15134",16,PT. Bima Registra.,94.143.560.4-013.000,-,True,8-Februari-2023,0.0,"PT Pelita Teknologi Global Tbk (IDX: CHIP), Perseroan didirikan pada tahun 2017 di Jakarta, dan berfokus pada jasa teknologi informasi dan industri Smart Card. Baru pada tahun 2021, Perseroan memulai penjualan dari lini usaha connectivity-nya, dimana produk yang dijual adalah produk berbasis Smart Card untuk operator seluler sperti: SIM Card; Scratch Card (voucher isi ulang); dan Fulfillment (pengepakan atau kemasan untuk produk sim card atau voucher isi ulang seluler). Sampai dengan akhir tahun 2021, Perseroan menjadi pemasok terbesar untuk pemenuhan produksi SIM Card; Scratch Card; dan Fulfillment PT Hutchinson Indonesia yang merupakan operator seluler Three melalui pabrik di Cikupa. Perseroan juga menambah lini usahanya pada jasa Enterprise Software Solution dengan menawarkan solusi untuk core banking dan open source system dengan salah satu pelanggannya adalah bank terkemuka yaitu PT Bank Central Asia Tbk. Perseroan resmi listing di BEI pada tanggal 08 Februari 2023 dan beralamat di Jl. Gatot Subroto KM 5, No 66, Kroncong, Jatiuwung, Tangerang, Banten 15134.",-,24-Februari-2017,corsec@pelitateknologi.com

140,CINT,Chitose Internasional Tbk.,Barang Konsumen Non-Primer,Barang Rumah Tangga,Barang Rumah Tangga,Produsen Furnitur Rumah,CONSUMER GOODS INDUSTRY,Houseware,2,Jawa Barat,(6222) 6031900,Helina Widayani // cint@chitose-indonesia.com // (022) 6031900,www.chitose-indonesia.com,"Jl. Industri III No. 5, Kelurahan Utama, Kecamatan Cimahi Selatan, Kota Cimahi Jawa Barat Indonesia",-,PT. Sinartama Gunita,11184800000000,-,True,27 Jun 2014,6.0,"PT Chitose Internasional Tbk (IDX: CINT) adalah perusahaan yang bergerak di sektor furnitur dengan fokus utama pada produksi kursi, termasuk kursi yang digunakan di perkantoran, hotel, rumah pribadi, bandara dan sekolah dengan merek Chitose. Perusahaan memiliki jaringan distributor dan agen yang tersebar di seluruh Indonesia, serta memiliki jaringan pemasaran ekspor di 34 negara. Perusahaan resmi listing di BEI pada tanggal 27 Juni 2014 dan beralamat kantor di Jl. Industri III No. 5, Kelurahan Utama, Kecamatan Cimahi Selatan, Kota Cimahi, Jawa Barat.",(6222) 6031855,1978,-

141,CITA,Cita Mineral Investindo Tbk.,Barang Baku,Barang Baku,Logam & Mineral,Aluminium,MINING,Metal & Mineral Mining,2,Jakarta Pusat,021-7251344,Yusak Lumban Pardede // yusak@citramineral.com // 7251344,citamineral.com,Gedung Bank Panin Lantai 2 Jln Jend Sudirman Senayan Gelora Tanah Abang Jakarta Pusat 10270,23,PT. Ficomindo Buana Registrar,01.670.786.1-091.000,-,True,20 Mar 2002,0.0,"PT Cita Mineral Investindo Tbk (IDX: CITA) bergerak di bidang pertambangan. Perusahaan ini didukung oleh anak perusahaan yang bergerak di bidang pertambangan Bauksit, dan Pengolahan dan Pemurnian Mineral Logam. Perusahaan mulai beroperasi secara komersial pada tahun 1992. Perusahaan resmi listing di BEI pada tanggal 20 Maret 2002 dan beralamat kantor di Gedung Bank Panin Lantai 2 Jln Jend Sudirman Senayan Gelora Tanah Abang Jakarta Pusat 10270.",021-72789885,1992,corsec@citamineral.com

1045,CITY,Natura City Developments Tbk.,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",Property and Real Estate,1,"Sentul International Convention Center, SICC Tower, Lantai 3 Jl. Jend. Sudirman No. 1, Sentul City, Bogor, 16810",+62 21 87953448,Elfi Darlis // corsec@naturacity.co.id // +62 21 87953448,www.serpongnaturacity.co.id,"Sentul International Convention Center, SICC Tower, Lantai 3 Jl. Jend. Sudirman No. 1, Sentul City, Bogor, 16810",-,PT. Bima Registra,03.193.818.6-403.000,-,True,28 Sep 2018,0.0,"PT Natura City Developments Tbk (IDX: CITY) adalah anak usaha dari PT. Sentul City Tbk (IDX: BKSL). Perusahaan bergerak di bidang pembangunan, perdagangan dan jasa yang berhubungan dengan real estate property. Perusahaan ini didirikan pada tahun 2011 dengan nama PT. Serpong Karya Cemerlang, kemudian pada tahun 2018 berubah nama menjadi PT. Natura City Developments Tbk. Perusahaan resmi listing di BEI pada tanggal 28 September 2018 dan beralamat kantor di Sentul International Convention Center, SICC Tower, Lantai 3 Jl. Jend. Sudirman No. 1, Sentul City.",+62 21 87953449,-,corsec@naturacity.co.id

1069,CLAY,Citra Putra Realty Tbk.,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar","TRADE, SERVICES, & INVESTMENT","Restaurant, Hotel And Tourism",2,"Menara Bidakara 2 Lt 17 Jln. Jend. Gatot Subroto Kav. 71-73 Menteng Dalam, Tebet Jakarta Selatan 12870","021-29069370, 021-31996270",Wenceslao Merino Singzon // corporate.secretary@cpr.co.id // 021- 29069370,https://www.cpr.co.id/,"Menara Bidakara 2 Lt 17 Jln. Jend. Gatot Subroto Kav. 71-73 Menteng Dalam, Tebet Jakarta Selatan 12870",-,PT. Adimitra Jasa Korpora,03.036.037.4-063.000,-,True,18 Jan 2019,0.0,"PT Citra Putra Realty Tbk (IDX: CLAY) bergerak dalam bidang jasa perhotelan. Perusahaan merupakan salah satu anak perusahaan dari PT. Citra Putra Mandiri atau lebih dikenal dengan OSO Group. Perusahaan memiliki The Stones Hotel Legian Bali dan Hotel Clay di Jakarta. Perusahaan resmi listing di BEI pada tanggal 18 Januari 2019 dan beralamat kantor di Menara Bidakara 2 Lt. 17 Jln. Jend. Gatot Subroto Kav. 71-73 Menteng Dalam, Tebet Jakarta Selatan 12870.",021-31996267,2009,corporate.secretary@cpr.co.id

974,CLEO,Sariguna Primatirta Tbk.,Barang Konsumen Primer,Makanan & Minuman,Minuman,Minuman Ringan,CONSUMER GOODS INDUSTRY,Food & Beverages,2,Jawa Timur,031 � 8544400,Lukas Setio Wongso Wong  // corsec@tanobelfood.com  //  031 – 8544400,www.cleopurewater.com,"Jl Raya A. Yani 41-43, Kompleks Central Square Blok C-1, Gedangan Sidoarjo - 61254",-,PT. Bima Registra,01.233.453.8-641.000,,True,05 Mei 2017,0.0,"PT Sariguna Primatirta Tbk (IDX: CLEO) adalah perusahaan yang bergerak di bidang industri air minum dalam kemasan (AMDK). Perusahaan melakukan bisnis sebagai Tanobel, operasi pertamanya pada 17 September 2003. Pada tanggal 7 Maret 2004, Cleo Pure Water diluncurkan sebagai salah satu produk unggulan Tanobel dalam berbagai kemasan. Selain Cleo, Tanobel juga menaungi beberapa merek lain, di antaranya; ANDA, Cleo Platine, S-Tube, VIO dan Super O2. Perusahaan resmi listing di BEI pada tanggal 05 Mei 2017 dan beralamat kantor di Jl Raya A. Yani 41-43, Kompleks Central Square Blok C-1, Gedangan Sidoarjo – 61254.",031 � 8544574,17 September 2003,corsec@tanobelfood.com

143,CLPI,Colorpak Indonesia Tbk.,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Khusus,"TRADE, SERVICES, & INVESTMENT",Wholesale (Durable & Non Durable Goods),2,Jakarta Pusat,021-590-19-62,Herlina Hatorangan // herlina@colorpak.co.id // 021-590-19-62,www.colorpak.co.id,Jl. Cideng Barat No.15  Jakarta Pusat 10140,118,PT. Sinartama Gunita,01.061.759.5-054.000,-,True,30 Nov 2001,53.29,"PT Colorpak Indonesia Tbk (IDX: CLPI) Didirikan pada tahun 1988, PT Colorpak Indonesia Tbk. (CLPI), saat ini bergerak di bidang manufaktur tinta cetak, pelapis, perekat dan perdagangan perlengkapan cetak lainnya, seperti; BOP Film dan PET Film. Pasar kami saat ini tersebar di DKI Jakarta, Banten, Jawa Barat, Jawa Tengah, Jawa Timur, Medan dan juga ekspor ke Australia dan China. Perusahaan resmi listing di BEI pada tanggal 30 November 2001 dan beralamat kantor di Jl. Cideng Barat No. 15 Jakarta Pusat 10140.",021  - 590-1963,15 September 1988,herlina@colorpak.co.id

144,CMNP,Citra Marga Nusaphala Persada Tbk.,Infrastruktur,Infrastruktur Transportasi,Operator Infrastruktur Transportasi,Operator Jalan Tol & Rel,"INFRASTRUCTURE, UTILITIES & TRANSPORTATION","Toll Road, Airport, Harbor and Allied Products",1,Jakarta,(021) 65306930 (hunting),Indah Dahlia Lavie // indah@citramarga.com // 021 65306930,www.cmnp.co.id,GEDUNG CMNP  JL. YOS SUDARSO KAV. 28  JAKARTA 14350,776,PT. Raya Saham Registrar (dulu bernama PT. Risjad Salim Registra,01.062.151.4-054.000,-,True,10 Jan 1995,0.0,"PT Citra Marga Nusaphala Persada Tbk (IDX: CMNP) bergerak di bidang proyek jalan tol, investasi dan jasa pendukung di bidang jalan raya dan bersama entitas anak melakukan usaha di bidang lainnya yang terkait dengan pelaksanaan jalan tol. Perusahaan didirikan oleh Siti Hardiyanti Rukmana, putri sulung mantan Presiden Soeharto dan memulai sejarahnya pada tanggal 13 April 1987 sebagai sebuah perusahaan swasta yang menjadi pelopor dalam memegang konsesi jalan tol di Indonesia, tepatnya Jalan Tol Cawang-Tanjung Priok sepanjang 19, 03 kilometer. Perusahaan resmi listing di BEI pada tanggal 10 Januari 1995 dan beralamat kantor di Gedung CMNP Jl. Yos Sudarso kav. 28 Jakarta 14350.",(021) 65306391,13 April 1987,cmnp@citra.co.id

1204,CMNT,Cemindo Gemilang Tbk.,Barang Baku,Barang Baku,Material Konstruksi,Material Konstruksi,BASIC INDUSTRY AND CHEMICALS,Cement,1,"Jl. Raya Pluit Selatan Blok S No. 8 I-J, RT022/RW008, Penjaringan, Jakarta Utara 14440, Indonesia",(021) 21889999,"Johannes, SH // Johannes.maria@cemindo.com // 021-21889999",https://semenmerahputih.com/,-,-,PT. Ficomindo Buana Registrar,03.148.714.3-041.000,-,True,08-Sep-2021,0.0,"PT Cemindo Gemilang Tbk (IDX: CMNT) merupakan salah satu produsen semen premium di Indonesia. Perusahaan ini berdiri sejak tahun 2011 dan merupakan pemegang merek Semen Merah Putih. Saat ini, perusahaan telah memiliki enam pabrik yang tersebar di wilayah Banten, Jawa Timur, Kalimantan Barat, Sumatera Utara, dan Bengkulu. Perusahaan resmi listing di BEI pada tanggal 08 September 2021 dan beralamat kantor di Jl. Raya Pluit Selatan Blok S No. 8 I-J, RT022/RW008, Penjaringan, Jakarta Utara 14440.",(021) 21889991,2011,Johannes.maria@cemindo.com

145,CMPP,AirAsia Indonesia Tbk.,Transportasi & Logistik,Transportasi,Maskapai Penerbangan,Maskapai Penerbangan,"INFRASTRUCTURE, UTILITIES & TRANSPORTATION",Transportation,2,"Gedung Rimau Group, Jalan A.M. Sangaji No. 11 L-M, Jakarta 10130",(021) 29850883,"Angela Surniati, SH // surniatiangela@gmail.com // 021-5268922",www.aaid.co.id,"Redhouse AirAsia, Jalan Marsekal Surya Dharma (M1) No. 1 , Neglasari, Tangerang 15127",-,PT. Bima Registra,01.482.815.6-054.000,-,True,08 Des 1994,0.0,"PT AirAsia Indonesia Tbk (IDX: CMPP) melalui entitas anak PT Indonesia AirAsia (IAA) merupakan perusahaan yang bergerak pada bidang usaha penerbangan komersial berjadwal. Perusahaan menjadi bagian unit bisnis AirAsia Group yang dikenal menerapkan filosofi tarif rendah, yang menekankan pada operasi yang ramping, sederhana, dan efisien. Perusahaan resmi listing di BEI pada tanggal 08 Desember 1994 dan beralamat kantor di Redhouse AirAsia, Jalan Marsekal Surya Dharma (M1) No. 1 , Neglasari, Tangerang 15127.",(021) 29850889,-,permatasarisaugi@aaid.co.id
